Doctor Name,City,Specialization,Doctor Qualification,Experience(Years),Total_Reviews,Patient Satisfaction Rate(%age),Avg Time to Patients(mins),Wait Time(mins),Hospital Address,Doctors Link,Fee(PKR)
Dr. Sagheer Hussain,HYDERABAD,Pulmonologist / Lung Specialist,"MBBS, FCPS (Pulmonology)",0.21153846153846156,0.0009714396735962697,0.9999999999999999,0.19148936170212766,0.07777777777777778,"Quaid-e-Azam Centre, Cantonment, Hyderabad, Hyderabad",https://www.marham.pk/doctors/hyderabad/pulmonologist/dr-sagheer-hussain#reviews-scroll,0.12000000000000001
Dr. Ishfaq Ali Kehar,HYDERABAD,Chest Respiratory Specialist,"MBBS, FCPS (Pulmonology)",0.1153846153846154,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,No Address Available,No Link Available,0.08
Dr. Noorullah,HYDERABAD,Chest Respiratory Specialist,"MBBS, Diploma in TB &amp; Chest Diseases",0.46153846153846156,0.00019428793471925395,0.9999999999999999,0.23404255319148937,0.12222222222222223,No Address Available,https://www.marham.pk/online-consultation/pulmonologist/hyderabad/dr-noorullah-32927#reviews-scroll,0.05
Dr. Ghulam Murtaza,HYDERABAD,Pulmonologist / Lung Specialist,"MBBS, DTCD",0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Services Hospital Hyderabad, Qasimabad, Hyderabad",No Link Available,0.1
Dr. Gulzar Hussain Qureshi,HYDERABAD,Pulmonologist / Lung Specialist,"MBBS, DT, CDMCPS (Family Medicine",0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Doctors Line Hospital, Saddar, Hyderabad",No Link Available,0.15
Dr. Shohab Hyder Shaikh,HYDERABAD,Orthopedic Surgeon,"MBBS , MRCS , FRCS (Trauma &amp; Orthopedic Surgery) , Fellow EBOT (European Board of Orthopedic &amp; Traumatology)",0.2692307692307693,0.021760248688556444,0.9253731343283581,0.25531914893617025,0.3,"Najeeb Medical Complex, Sakrand road, Nawabshah",https://www.marham.pk/doctors/karachi/orthopedic-surgeon/dr-shohab-hyder-shaikh#reviews-scroll,0.5
Dr. Asif Ali,HYDERABAD,Orthopedic Surgeon,"MBBS, FCPS (Orthopaedic)",0.07692307692307693,0.0005828638041577618,0.9999999999999999,0.25531914893617025,0.05555555555555556,"Ibne Qasim hospital, Qasimabad, Hyderabad",https://www.marham.pk/doctors/hyderabad/orthopedic-surgeon/dr-asif-ali#reviews-scroll,0.05
Dr. Raheel Akbar Baloch,HYDERABAD,Orthopedic Surgeon,"MBBS, MS (Orthopedic Surgery)",0.13461538461538464,0.0005828638041577618,0.9999999999999999,0.2978723404255319,0.11111111111111112,"Ameen Diagnostic Center, Old civil line near excise office, Mirpur",https://www.marham.pk/doctors/tando-allahyar/orthopedic-surgeon/dr-raheel-akbar-baloch#reviews-scroll,0.1
Dr. Niaz Hussain,HYDERABAD,Orthopedic Surgeon,"MBBS, FCPS (Orthopedic Surgery) , MCPS (Surgery)",0.3269230769230769,0.0003885758694385079,0.9999999999999999,0.23404255319148937,0.12222222222222223,"Jeejal Maa Hospital, Qasimabad, Hyderabad",https://www.marham.pk/doctors/hyderabad/orthopedic-surgeon/dr-niaz-hussain#reviews-scroll,0.1
Dr. Asim Niaz,HYDERABAD,Orthopedic Surgeon,"MBBS, FCPS",0.13461538461538464,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,No Address Available,No Link Available,0.1
Asst. Prof. Dr. Mohsin Aijaz Soomro,HYDERABAD,Orthopedic Surgeon,"MBBS , MS (Orthopedic Surgery)",0.17307692307692307,0.007188653584612396,0.9253731343283581,0.21276595744680854,0.15555555555555556,"Sindh Trauma Medical Center, Main Jamshoro Road, Hyderabad",https://www.marham.pk/doctors/hyderabad/orthopedic-surgeon/asst-prof-dr-mohsin-aijaz-soomro#reviews-scroll,0.15
Dr. Jahanzeb Hassan,HYDERABAD,Orthopedic Surgeon," MBBS , , MS Orthopedic Surgery ",0.019230769230769232,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,No Address Available,No Link Available,0.2
Dr. Muhammad Shahid Khan,HYDERABAD,Orthopedic Surgeon,"MBBS, FCPS (Orthopaedic Surgery)",0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Aga Khan Maternal &amp; Child Care Centre, Jamshoro Road, Hyderabad",No Link Available,0.15
Dr. Najeeb Ur Rehman,HYDERABAD,Orthopedic Surgeon,"MBBS, MS (Ortho)",0.15384615384615385,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Jeejal Maa Hospital, Qasimabad, Hyderabad",No Link Available,0.1
Prof. Dr. Khalique Ahmed,HYDERABAD,Orthopedic Surgeon,MBBS,0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Isra University Hospital, Mirpur Khas Road, Hyderabad",No Link Available,0.075
Dr. Gulzar Saeed Khawaja,HYDERABAD,Orthopedic Surgeon,"MBBS, FCPS",0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"CMH (Hyderabad), Cant, Hyderabad",No Link Available,0.15
Prof. Dr. Abdur Rehman Shaikh,HYDERABAD,Orthopedic Surgeon,"MBBS, FRCS, AO Fellowship Ortho Germany",0.75,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Pakistan Medical Center, Near Civil Hospital, Hyderabad",No Link Available,0.2
Prof. Dr. Muhammad Akbar Nizamani,HYDERABAD,Pediatrician,"MBBS, DCH, FCPS (Pediatrics)",0.75,0.00019428793471925395,0.9999999999999999,0.14893617021276595,0.0,"Ayan Medical Centre, Saddar, Hyderabad",https://www.marham.pk/doctors/hyderabad/pediatrician/prof-dr-muhammad-akbar-nizamani#reviews-scroll,0.2
Dr. Waqar Mangrio,HYDERABAD,Pediatrician,"MBBS, MD",0.17307692307692307,0.0003885758694385079,0.9999999999999999,0.14893617021276595,0.0,No Address Available,https://www.marham.pk/online-consultation/pediatrician/hyderabad/dr-waqar-mangrio-14830#reviews-scroll,0.05
Dr. Saima Shaikh,HYDERABAD,Pediatrician,"MBBS, MCPS (Paeds), MRCPCH- 2",0.15384615384615385,0.0003885758694385079,0.5074626865671642,0.23404255319148937,0.12222222222222223,No Address Available,https://www.marham.pk/online-consultation/pediatrician/hyderabad/dr-saima-shaikh-16053#reviews-scroll,0.060000000000000005
Dr. Muhammad Shoaib,HYDERABAD,Pediatrician,"MBBS, DCH, PGPN",0.3269230769230769,0.0011657276083155237,0.9999999999999999,0.21276595744680854,0.05555555555555556,"I.R Medicare, Latifabad, Hyderabad",https://www.marham.pk/doctors/hyderabad/pediatrician/dr-muhammad-shoaib#reviews-scroll,0.07
Dr. Sunail Abbas Khuwaja,HYDERABAD,Pediatrician,"MBBS, Diploma in Child Health",0.15384615384615385,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,No Address Available,No Link Available,0.05
Dr. Saeed Ahmed Shaikh,HYDERABAD,Pediatrician,"MBBS, MD (Pediatrician)",0.25000000000000006,0.0009714396735962697,0.9999999999999999,0.21276595744680854,0.05555555555555556,"Sehat maternity and child hospital, (Opposite Police station Defence A on Ghazi road), Hyderabad",https://www.marham.pk/doctors/hyderabad/pediatrician/dr-saeed-ahmed-shaikh#reviews-scroll,0.1
Dr. Mumtaz Ali,HYDERABAD,Pediatrician,"MBBS, MD (Pediatric)",0.38461538461538464,0.0019428793471925395,0.9999999999999999,0.25531914893617025,0.15555555555555556,"Al-Khidmat Hospital Mother &amp; Child Healthcare, Latifabad, Hyderabad",https://www.marham.pk/doctors/hyderabad/pediatrician/dr-mumtaz-ali#reviews-scroll,0.16
Dr. Saqib Raza,HYDERABAD,Pediatrician,"MBBS, DCH",0.07692307692307693,0.0005828638041577618,0.9999999999999999,0.14893617021276595,0.14444444444444446,"Khidmat E Khalq Foundation Hospital, Opp Railway Station, Hyderabad",https://www.marham.pk/doctors/hyderabad/pediatrician/dr-saqib-raza#reviews-scroll,0.1
Dr. Suresh Kumar,HYDERABAD,Pediatrician,"MBBS, FCPS (Paediatrics), MD (Paediatrics)",0.3653846153846154,0.0019428793471925395,0.9999999999999999,0.2978723404255319,0.07777777777777778,"St. Elizabeth Hospital, Latifabad, Hyderabad",https://www.marham.pk/doctors/hyderabad/pediatrician/dr-suresh-kumar#reviews-scroll,0.05
Dr. Nr Veerwani,HYDERABAD,Pediatrician," MBBS , FCPS ( Peads) ",0.13461538461538464,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Home Visit, Qasimabad, Hyderabad",No Link Available,0.1
Dr. Javed Hussain,HYDERABAD,Pediatrician," MBBS , Diploma in Child Health (DCH) ",0.17307692307692307,0.0003885758694385079,0.9999999999999999,0.3617021276595745,0.0,"Mehran Hospital, Qasimabad, Hyderabad",https://www.marham.pk/doctors/hyderabad/pediatrician/dr-javed-hussain#reviews-scroll,0.07
Dr. Abdul Rehman Syial,HYDERABAD,Pediatrician,"MBBS, DCH",0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Aga Khan Maternal &amp; Child Care Centre, Jamshoro Road, Hyderabad",No Link Available,0.15
Dr. Sultan Ahmed,HYDERABAD,"Internal Medicine Specialist, General Physician, Endocrinologist, Diabetologist","MBBS, DIP (Diabetes), FCPS ( Internal Medicine), Certified (Diabetes &amp; Endocrinology)",0.13461538461538464,0.01670876238585584,0.9999999999999999,0.2765957446808511,0.13333333333333333,"Advanced MRI Diagnostic Centre, Qasimabad, Hyderabad",https://www.marham.pk/doctors/hyderabad/internal-medicine/dr-sultan-ahmed#reviews-scroll,0.1
Dr. M Amin Memon,HYDERABAD,General Physician,MBBS,0.057692307692307696,0.0009714396735962697,0.9999999999999999,0.19148936170212766,0.11111111111111112,"Care and Cure Medical And Surgical Clinic, Naseem Nagar, Hyderabad",https://www.marham.pk/doctors/hyderabad/general-physician/dr-m-amin-memon#reviews-scroll,0.035
Dr. Sanam Faisal,HYDERABAD,General Physician,MBBS,0.09615384615384616,0.0007771517388770158,0.9999999999999999,0.3617021276595745,0.16666666666666669,"Nursing Home Care, Qasimabad, Hyderabad",https://www.marham.pk/doctors/hyderabad/general-physician/dr-sanam-faisal#reviews-scroll,0.08
Dr. Rachhpal Virwani,HYDERABAD,Cardiologist,MBBS,0.2692307692307693,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,No Address Available,No Link Available,0.1
Dr. Asif Talpur,HYDERABAD,General Physician,"MBBS, MD (General Medicine)",0.3461538461538462,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,No Address Available,No Link Available,0.08
Dr. Paras,HYDERABAD,General Physician,MBBS,0.09615384615384616,0.0017485914124732854,0.9999999999999999,0.23404255319148937,0.12222222222222223,No Address Available,https://www.marham.pk/online-consultation/general-physician/hyderabad/dr-paras-19310#reviews-scroll,0.08
Dr. Ummulbaneen Aijaz,HYDERABAD,General Physician,MBBS,0.1153846153846154,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,No Address Available,No Link Available,0.1
Dr. Nayab Samar,HYDERABAD,Cosmetic Surgeon,MBBS,0.21153846153846156,0.005440062172139111,0.9999999999999999,0.23404255319148937,0.12222222222222223,No Address Available,https://www.marham.pk/online-consultation/general-physician/hyderabad/dr-nayab-samar-20861#reviews-scroll,0.1
Dr. Saba Mir,HYDERABAD,General Physician,MBBS,0.038461538461538464,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Ahmed Khan Hospital, Phase 2 Qasimabad, Hyderabad",No Link Available,0.08
Dr. Annam Bhutto,HYDERABAD,Cardiologist,"MBBS, Diploma in cardiology",0.038461538461538464,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,No Address Available,No Link Available,0.05
Dr. Rahila Amjad,HYDERABAD,Dermatologist, MBBS ,0.17307692307692307,0.0003885758694385079,0.9999999999999999,0.23404255319148937,0.12222222222222223,No Address Available,https://www.marham.pk/online-consultation/general-physician/hyderabad/dr-rahila-amjad-25437#reviews-scroll,0.060000000000000005
Dr. Wamiq Anjum,HYDERABAD,General Physician,MBBS,0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,No Address Available,No Link Available,0.030000000000000002
Dr. Tanveer Shaikh,HYDERABAD,Nephrologist,"MBBS, MD Nephrology",0.057692307692307696,0.004662910433262095,0.9402985074626865,0.21276595744680854,0.08888888888888889,"Red Crescent General Hospital / Hilal-e-Ahmer, minara road, Sukkur",https://www.marham.pk/doctors/sukkur/nephrologist/dr-tanveer-shaikh#reviews-scroll,0.1
Dr. Kashif Ud Din Qayum Soomro,HYDERABAD,"Urologist, Andrologist, Sexologist","MBBS, MCPS, FCPS (urology)",0.13461538461538464,0.00019428793471925395,0.9999999999999999,0.23404255319148937,0.12222222222222223,"Doctors Line Hospital, Saddar, Hyderabad",https://www.marham.pk/doctors/hyderabad/urologist/dr-kashif-ud-din-qayum-soomro#reviews-scroll,0.1
Dr. Syed Abdul Aleem,HYDERABAD,Ent Specialist,MBBS DLO FICS,0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Doctors Line Hospital, Saddar, Hyderabad",No Link Available,0.0
Dr. Rais-uddin Siddique,HYDERABAD,Ent Specialist,"MBBS, MCPS, DLO, MS",0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Doctors Line Hospital, Saddar, Hyderabad",No Link Available,0.1
Prof. Dr. Gul Muhammad Memon,HYDERABAD,Ent Specialist,"MBBS, FRCS, FCPS",0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"14/7 Avenue, Civil Lines, Hyderabad",No Link Available,0.1
Dr. Lubna Zubair Alam,HYDERABAD,Ent Specialist,"MD, MSC",0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"20/A, Al-Mustafa Homes, Latifabad, Hyderabad",No Link Available,0.1
Dr. Muhammad Shafi Shaikh,HYDERABAD,Ent Specialist,"MBBS, DLO",0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Near Hassan X-Ray, 0, Hyderabad",No Link Available,0.1
Dr. Roopchand P-lillani,HYDERABAD,Ent Specialist,"MBBS, DLO, RMP",0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Gareeb Nawaz Colony, 0, Hyderabad",No Link Available,0.05
Dr. Jamil Ahmed,HYDERABAD,Eye Surgeon,"MBBS, FCPS",0.5576923076923077,0.047989119875655725,0.9850746268656717,0.2978723404255319,0.26666666666666666,"Laser Sight Advanced Laser Eye Clinic, Latifabad, Hyderabad",https://www.marham.pk/doctors/hyderabad/eye-surgeon/dr-jamil-ahmed#reviews-scroll,0.1
Asst. Prof. Dr. Azfar Ahmed Mirza,HYDERABAD,Eye Surgeon,"MBBS, FCPS (Ophthalmology), MS (Ophthalmology)",0.17307692307692307,0.0007771517388770158,0.9999999999999999,0.23404255319148937,0.15555555555555556,"Laser Sight Advanced Laser Eye Clinic, Latifabad, Hyderabad",https://www.marham.pk/doctors/hyderabad/eye-surgeon/asst-prof-dr-azfar-ahmed-mirza#reviews-scroll,0.1
Dr. Nusrat Shah Khan,HYDERABAD,Eye Surgeon,"MBBS, MCPS, ([Ophthalmology), FCPS (Ophthalmology)",0.5192307692307693,0.0007771517388770158,0.9999999999999999,0.23404255319148937,0.12222222222222223,"Abeer Eye Clinic, Latifabad, Hyderabad",https://www.marham.pk/doctors/hyderabad/eye-surgeon/dr-nusrat-shah-khan#reviews-scroll,0.05
Dr. Irfan Ali Shah,HYDERABAD,Neuro Surgeon,"MBBS, FCPS (Neurosurgery)",0.09615384615384616,0.011657276083155237,0.9701492537313433,0.23404255319148937,0.13333333333333333,"City Hospital, Saadi Town, Karachi",https://www.marham.pk/doctors/karachi/neuro-surgeon/dr-irfan-ali-shah#reviews-scroll,0.1
Dr. Sanaullah Pathan,HYDERABAD,Neuro Surgeon,"MBBS, FCPS (Neuro Surgery)",0.1153846153846154,0.012240139887312998,0.9552238805970149,0.25531914893617025,0.1,"Sehat Medical and Trauma Center, Latifabad, Hyderabad",https://www.marham.pk/doctors/hyderabad/neuro-surgeon/dr-sanaullah-pathan#reviews-scroll,0.12000000000000001
Dr. Muhammad Hamid Ali,HYDERABAD,Neuro Surgeon,"MBBS, FCPS",0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Sehat Medical and Trauma Center, Latifabad, Hyderabad",No Link Available,0.075
Dr. Abdul Manan,HYDERABAD,Neuro Surgeon,"MBBS, FCPS",0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Isra University Hospital, Mirpur Khas Road, Hyderabad",No Link Available,0.075
Asst. Prof. Dr. Tuncay Tas,ISTANBUL,Urologist,MD,0.21153846153846156,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Istanbul Cerrahi Hospital, Sisli, Istanbul",No Link Available,0.2
Dr. Rasim Guzel,ISTANBUL,Urologist,MD,0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Medistate Kavacik Hospital, Kavacik Beykoz, Istanbul",No Link Available,0.2
Assoc. Prof. Dr. Kaya Husnu Akan,ISTANBUL,Orthopedic Surgeon,MD,0.5,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Okan University Hospital, Tuzla Turkey, Istanbul",No Link Available,0.2
Dr. Mustafa Tekkesin,ISTANBUL,Orthopedic Surgeon,MD,0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Medistate Kavacik Hospital, Kavacik Beykoz, Istanbul",No Link Available,0.2
Dr. Fatma Cakmak Celik,ISTANBUL,Pediatrician,MD,0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Medistate Kavacik Hospital, Kavacik Beykoz, Istanbul",No Link Available,0.2
Dr. Tayfun Oguzoglu,ISTANBUL,General Physician,MD,0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Medistate Kavacik Hospital, Kavacik Beykoz, Istanbul",No Link Available,0.2
Dr. Berrin Toksu,ISTANBUL,Eye Surgeon,MD,0.3653846153846154,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Istanbul Cerrahi Hospital, Sisli, Istanbul",No Link Available,0.2
Dr. Nihal Balcioglu,ISTANBUL,Eye Surgeon,MD,0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Medistate Kavacik Hospital, Kavacik Beykoz, Istanbul",No Link Available,0.2
Dr. Ahmet Ogrenci,ISTANBUL,Neuro Surgeon,MD,0.3269230769230769,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Okan University Hospital, Tuzla Turkey, Istanbul",No Link Available,0.2
Dr. Hayati Turker,IZMIR,Eye Surgeon,M.D.,0.3269230769230769,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Netgoz Eye Hospital, YalÄ± Mahallesi, Izmir",No Link Available,0.0
Dr. Sohail Ahmed Khan,JACOBABAD,Dermatologist,"MBBS, MCPS (Dermatology)",0.25000000000000006,0.004080046629104333,0.9999999999999999,0.23404255319148937,0.12222222222222223,No Address Available,https://www.marham.pk/online-consultation/dermatologist/jacobabad/dr-sohail-ahmed-khan-30274#reviews-scroll,0.1
Dr. Hira Tariq,JACOBABAD,General Physician,MBBS,0.07692307692307693,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,No Address Available,No Link Available,0.1
Dr. Asad Ghani,JACOBABAD,General Physician,MBBS,0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Civil Hospital Jacobabad, Dastagir road, Jacobabad",No Link Available,0.0
Dr. Atif Gul,JAMSHORO,Dermatologist,"MBBS, RMP, FCPS (Dermatology)",0.13461538461538464,0.0003885758694385079,0.9999999999999999,0.25531914893617025,0.11111111111111112,"Shahbaz Medical Center, Phase 1, Jamshoro",https://www.marham.pk/doctors/jamshoro/dermatologist/dr-atif-gul#reviews-scroll,0.15
Dr. Sanam Shah,JAMSHORO,Gynecologist,MBBS,0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Matrinity home, Sindh, Jamshoro",No Link Available,0.1
Dr. Nosheen Shehzad,JAMSHORO,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynecology)",0.2692307692307693,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Dr. Nosheen Shahzad Nizamani Clinic, sindh university employ cooperative housing society, Jamshoro",No Link Available,0.09000000000000001
Dr. Amna Memon,JAMSHORO,Gynecologist,"MBBS, MRCOG (London)",0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Liaquat University of Medical and Health Sciences, 0, Jamshoro",No Link Available,0.075
Dr. Zainab Shahid,JAMSHORO,Ent Specialist," MBBS , FCPS ( ENT ) ,*",0.07692307692307693,0.003302894890227317,0.9999999999999999,0.23404255319148937,0.12222222222222223,No Address Available,https://www.marham.pk/online-consultation/ent-specialist/jamshoro/dr-zainab-shahid-28951#reviews-scroll,0.1
Dr. Noreen Bilal,JARANWALA,Gynecologist, MBBS ,0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Chattha Hospital, Faisalabad Road, Jaranwala",No Link Available,0.15
Dr. Inam Ul Haq,JARANWALA,Gastroenterologist," MBBS , FCPS (Gastroenterology) ",0.13461538461538464,0.010491548474839713,0.9999999999999999,0.2765957446808511,0.11111111111111112,"Doctors Center, water works road, Jaranwala",https://www.marham.pk/doctors/faisalabad/gastroenterologist/dr-inam-ul-haq#reviews-scroll,0.15
Dr. Waqar Chudhary,JARANWALA,General Physician,B.M.B.S.,0.17307692307692307,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Chattha Hospital, Faisalabad Road, Jaranwala",No Link Available,0.1
Dr. Waseem Zaman,JAUHARABAD,Dermatologist,"MBBS, MCPS, Diploma in Dermatology",0.057692307692307696,0.0015543034777540316,0.9253731343283581,0.19148936170212766,0.12222222222222223,"Raja Sarfaraz Memorial Hospital, punjab, Jauharabad",https://www.marham.pk/doctors/jauharabad/dermatologist/dr-waseem-zaman#reviews-scroll,0.05
Dr. Ehsan Kalera,JAUHARABAD,Dermatologist," MBBS , Certified Dermatologist ",0.17307692307692307,0.004468622498542841,0.9402985074626865,0.21276595744680854,0.11111111111111112,"Al Noor Hospital Jauharabad, Khushab, Jauharabad",https://www.marham.pk/doctors/jauharabad/dermatologist/dr-ehsan-kalera#reviews-scroll,0.1
Dr. Syeda Zahra Zafar Naqvi,JAUHARABAD,Gynecologist," MBBS , FCPS (Obstetrics &amp; Gynecology) ",0.17307692307692307,0.005828638041577619,0.9999999999999999,0.23404255319148937,0.17777777777777778,"Al Zahra Hospital, Main DHQ Road, Jauharabad",https://www.marham.pk/doctors/jauharabad/gynecologist/dr-syeda-zahra-zafar-naqvi#reviews-scroll,0.05
Dr. Nosheen Afzal Malik,JAUHARABAD,Gynecologist," MBBS , MCPS Gynae/Obs ",0.25000000000000006,0.00019428793471925395,0.9999999999999999,0.23404255319148937,0.12222222222222223,No Address Available,https://www.marham.pk/online-consultation/gynecologist/jauharabad/dr-nosheen-afzal-malik-20404#reviews-scroll,0.1
Asst. Prof. Dr. Nabeel Shafi,JAUHARABAD,Urologist," MBBS , FCPS , BLS , ACLS , MHPE ",0.23076923076923078,0.018845929667767634,0.9999999999999999,0.21276595744680854,0.06666666666666667,"Awan Hospital, Jauharabad, Khushab",https://www.marham.pk/doctors/khushab/urologist/asst-prof-dr-nabeel-shafi#reviews-scroll,0.1
Dr. Irfan Ahmad,JAUHARABAD,General Physician,MBBS,0.019230769230769232,0.0007771517388770158,0.9999999999999999,0.23404255319148937,0.12222222222222223,No Address Available,https://www.marham.pk/online-consultation/general-physician/jauharabad/dr-irfan-ahmad-25343#reviews-scroll,0.05
Dr. Iqra Javaid,JAUHARABAD,General Physician,MBBS,0.057692307692307696,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,No Address Available,No Link Available,0.05
Dr. Bushra Batool,JAUHARABAD,General Physician, BHMS ,0.07692307692307693,0.0007771517388770158,0.9999999999999999,0.46808510638297873,0.16666666666666669,"Askari homeo health care clinic, Khushab, Jauharabad",https://www.marham.pk/doctors/jauharabad/general-physician/dr-bushra-batool#reviews-scroll,0.05
Dr. Faiza Malik,JAUHARABAD,Ent Specialist, MBBS ,0.019230769230769232,0.0003885758694385079,0.9999999999999999,0.14893617021276595,0.0,No Address Available,https://www.marham.pk/online-consultation/ent-specialist/jauharabad/dr-faiza-malik-29679#reviews-scroll,0.04
Dr. Nuzhat Fatima,JHANG,Gynecologist," MBBS , FCPS (Obstetrics &amp; Gynecology) ",0.13461538461538464,0.0009714396735962697,0.9999999999999999,0.17021276595744683,0.1,"Dr. Nuzhat Fatima Clinic, mohalla burji wala, Jhang",https://www.marham.pk/doctors/jhang/gynecologist/dr-nuzhat-fatima#reviews-scroll,0.15
Dr. Rahat Farwa,JHANG,Gynecologist,"MBBS, FCPS ( Obstetrics &amp; Gynaecology)",0.17307692307692307,0.003497182824946571,0.9999999999999999,0.25531914893617025,0.12222222222222223,"Salman Neuro Centre, BHAKKAR, Jhang",https://www.marham.pk/doctors/jhang/gynecologist/dr-rahat-farwa#reviews-scroll,0.2
Dr. Zain Ul Abdeen,JHANG,Gastroenterologist,"FCPS,PHD(Gastro)",0.3653846153846154,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Wajahat Shaheed Gastro Clinic, Setellite Town, Jhang",No Link Available,0.08
Dr. Muhammad Jamil Mohsin,JHANG,Orthopedic Surgeon,"MD, FCPS (Orthopaedic Surgery)",0.2884615384615385,0.010880124344278222,0.9701492537313433,0.21276595744680854,0.16666666666666669,"Kaleem Medicare, Sadar, Jhang",https://www.marham.pk/doctors/jhang/orthopedic-surgeon/dr-muhammad-jamil-mohsin#reviews-scroll,0.1
Dr. Muhammad Waqas,JHANG,Orthopedic Surgeon,"MBBS, FCPS (Orthopaedic Surgery)",0.15384615384615385,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,No Address Available,No Link Available,0.07
Dr. Rai Khizar Bhatti,JHANG,Orthopedic Surgeon," MBBS , FCPS (Orthopedic Surgery) ",0.2884615384615385,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,No Address Available,No Link Available,0.15
Dr. Hafiz Iftikhar Hussain Sajoka,JHANG,Pediatrician,"MD , Neonatology &amp; Child Health",0.1153846153846154,0.0003885758694385079,0.9999999999999999,0.23404255319148937,0.12222222222222223,"Al-Hassan Children Clinic Jhang, Chiniot Road, Jhang",https://www.marham.pk/doctors/jhang/pediatrician/dr-hafiz-iftikhar-hussain-sajoka#reviews-scroll,0.05
Dr. Nasir Baloch,JHANG,Pediatrician,"MBBS, MCPS, FCPS",0.21153846153846156,0.0003885758694385079,0.9999999999999999,0.23404255319148937,0.12222222222222223,No Address Available,https://www.marham.pk/online-consultation/pediatrician/jhang/dr-nasir-baloch-16215#reviews-scroll,0.1
Dr. Sobia Khaliq,JHANG,Pediatrician," MBBS , FCPS (Pediatrics) ",0.19230769230769235,0.0009714396735962697,0.9999999999999999,0.23404255319148937,0.022222222222222223,No Address Available,https://www.marham.pk/online-consultation/pediatrician/jhang/dr-sobia-khaliq-30155#reviews-scroll,0.1
Dr. Abbas Ali Shah,JHANG,General Physician,MBBS,0.1153846153846154,0.0,0.9104477611940299,0.23404255319148937,0.12222222222222223,"Home Visits, DHA Defence, Lahore",No Link Available,0.05
